seller_id,seller_state,n_orders,avg_order_value,avg_delivery_time,late_delivery_rate,avg_customer_distance,avg_review_score,low_review_rate,n_customer_states,n_items,revenue,avg_item_value,avg_freight_per_item,n_products,n_categories
ef30892870c278497523264be1be2241,SP,9,87.02222222222223,8.079983281893004,0.0,263.0261670531361,4.555555555555555,0.1111111111111111,3,9,783.2,87.02222222222223,12.148888888888887,5,1
d5b9a084373da994a6e37f732169a853,SP,7,252.71428571428572,17.875863095238095,0.14285714285714285,693.7634327537952,3.5714285714285716,0.2857142857142857,6,7,1769.0,252.71428571428572,25.184285714285718,5,1
e9c2dc0dd4ac38448289be644ac94f42,SC,3,39.46333333333333,5.392226080246914,0.0,409.0209381586612,5.0,0.0,3,3,118.39,39.46333333333333,18.74,3,2
fe87f472055fbcf1d7e691c00b1560dc,SP,6,180.96666666666667,6.001875000000001,0.16666666666666666,181.35106583115154,4.5,0.0,2,6,1085.8,180.96666666666667,21.69333333333333,4,1
5a32c398a06c345440bf2a683b017ad3,RJ,1,34.9,11.96880787037037,0.0,350.1720426013857,5.0,0.0,1,1,34.9,34.9,15.23,1,1
f46490624488d3ff7ce78613913a7711,SP,80,71.136875,10.25233666087963,0.1125,620.7627360092954,3.7625,0.2375,14,87,5690.95,65.4132183908046,19.464482758620687,34,1
4d0041cdbe51b4617d95c70b19decc74,MG,8,654.4000000000001,7.155746527777778,0.0,637.5689543324851,4.5,0.0,4,8,5235.200000000001,654.4000000000001,28.78625,6,1
db46ca7bce82b11f7e247539271fc390,RJ,16,58.373125,8.149848090277779,0.0,342.99169242922954,4.5625,0.0625,5,16,933.97,58.373125,13.493125,8,1
ad420dd0c4f92f8af951ac24b86d0cf5,MG,42,112.03071428571428,15.178687444885362,0.07142857142857142,712.0020751666689,4.125,0.15,9,46,4705.29,102.28891304347826,19.850217391304348,23,2
e8b4225284fbb02d16f200513f1f395d,SP,30,187.954,10.22229050925926,0.1,594.7497952683328,4.3,0.03333333333333333,9,30,5638.62,187.954,42.466,18,1
f61c63d13f7cd800549d5acdd390ae72,SP,26,118.16538461538462,11.74718482905983,0.07692307692307693,359.50031559511297,4.0,0.11538461538461539,7,26,3072.3,118.16538461538462,16.515,11,4
054694fa03fe82cec4b7551487331d74,SP,20,414.305,30.79312268518519,0.3,661.3981127016756,3.4,0.3,8,21,8286.1,394.5761904761905,31.44,14,4
dc50afafdfa325eadc890c7fa42a8f4e,PR,4,106.05,6.205685763888889,0.0,406.67307214940536,4.75,0.0,2,4,424.2,106.05,14.32,3,2
376d67b61dce0c990155286e7ae486a4,SP,1,94.0,14.346273148148148,0.0,906.8779285777454,4.0,0.0,1,1,94.0,94.0,17.91,1,1
7994b065a7ffb14e71c6312cf87b9de2,ES,5,90.6,9.00992824074074,0.0,541.7995136189609,5.0,0.0,2,7,453.0,64.71428571428571,20.62,5,1
a9415cf907dfa12f9ed18693244f5329,MG,1,210.0,11.134502314814815,0.0,143.93831044475192,5.0,0.0,1,2,210.0,105.0,87.71,1,1
b7d5b4b87af9d42b601865d3f3810bff,SC,1,350.0,8.628703703703703,0.0,715.8976666367317,3.0,0.0,1,1,350.0,350.0,20.69,1,1
7315baebc0572ff220d226283dc66728,SP,2,24.924999999999997,8.092291666666668,0.0,321.9290585538364,4.0,0.0,2,2,49.849999999999994,24.924999999999997,13.184999999999999,2,1
4125d9385a25e82d2f72d3a0fd55bc3f,SP,1,42.9,8.990208333333333,0.0,531.1724650678243,5.0,0.0,1,1,42.9,42.9,18.4,1,1
c8b0e2b0a7095e5d8219575d5e7e1181,SP,84,144.8834523809524,10.15878403328924,0.07142857142857142,542.2941231279498,4.0843373493975905,0.14457831325301204,13,85,12170.210000000001,143.1789411764706,17.49564705882353,58,1
38102b031c2a15e54623d711bfc753d3,CE,8,52.25,21.181413483796295,0.0,2257.8606710533622,4.0,0.0,4,10,418.0,41.8,30.821000000000005,5,3
160e4f13fd3a64b1b86807be88b5ffb0,PR,4,221.5,14.298266782407408,0.0,621.9184735943657,4.25,0.25,2,4,886.0,221.5,23.6125,2,2
8ccf3cf69651cc1d8a02c8bfaf3b8568,SP,2,125.0,25.706637731481482,0.5,1519.9718474772274,3.5,0.0,2,2,250.0,125.0,19.314999999999998,1,1
391fc6631aebcf3004804e51b40bcf1e,SP,521,75.76833013435702,14.415952139759721,0.08637236084452975,520.4701930736221,4.047297297297297,0.14671814671814673,19,605,39475.3,65.24842975206612,16.667504132231404,130,2
33cbbec1e7e1044aaf11d152172c776f,RS,15,48.71133333333333,8.429000771604938,0.0,998.7914030980395,4.733333333333333,0.0,7,16,730.67,45.666875,24.926875,9,1
da03c298e3999e9d828591fc2179d109,SP,4,196.925,9.591380208333334,0.0,330.44138919940985,4.75,0.0,3,5,787.7,157.54000000000002,10.956,2,1
49383af7ab774e4e8f3000f49c83dc4b,SP,8,82.5,8.085562789351851,0.0,517.4137120794405,4.375,0.0,4,12,660.0,55.0,20.18583333333333,1,1
8a2d12a90e92f012ce5226fc6592b653,PR,18,88.59166666666665,9.35801440329218,0.0,612.0414013560402,4.588235294117647,0.058823529411764705,6,18,1594.6499999999999,88.59166666666665,18.831666666666667,13,2
52956b80ae65fda598f06f6b9943e7a9,PR,3,264.0,25.609182098765434,0.3333333333333333,840.8595392356065,4.0,0.0,3,3,792.0,264.0,22.28333333333333,1,1
762ed976527cddf02787edba70fffa2a,PR,3,59.93333333333334,7.851986882716051,0.0,519.2231001339675,2.3333333333333335,0.6666666666666666,2,4,179.8,44.95,15.079999999999998,3,2
7994081388d55b9cf976c050653dd359,SP,1,120.0,12.970185185185185,0.0,349.8904405044521,5.0,0.0,1,1,120.0,120.0,14.6,1,1
585175ec331ea177fa47199e39a6170a,MG,1,3549.0,7.919513888888889,0.0,453.53618668921536,5.0,0.0,1,1,3549.0,3549.0,53.47,1,1
e59aa562b9f8076dd550fcddf0e73491,PR,69,445.163768115942,14.033286533816424,0.08695652173913043,681.8435120857013,4.260869565217392,0.10144927536231885,15,82,30716.3,374.5890243902439,26.342317073170733,9,1
e84ad2127668df3aafc6b73531a0beb8,SP,19,51.94736842105263,10.564939692982456,0.05263157894736842,683.5900049946532,4.368421052631579,0.10526315789473684,7,23,987.0,42.91304347826087,12.466521739130435,5,2
e9779976487b77c6d4ac45f75ec7afe9,SP,645,65.47238759689922,9.856124156617858,0.06046511627906977,371.6155641240142,4.2601246105919,0.1059190031152648,22,738,42229.69,57.22180216802168,13.525216802168023,131,8
6b90f847357d8981edd79a1eb1bf0acb,SP,45,73.824,5.575552469135802,0.0,361.14271951487933,4.355555555555555,0.06666666666666667,7,47,3322.08,70.68255319148936,15.69468085106383,12,6
48328ec9a579151d9cc6a86d4a59336c,RS,1,1099.0,21.226134259259258,0.0,1482.7300324429539,2.0,1.0,1,1,1099.0,1099.0,97.78,1,1
73a63f72308aa20a46f4b1632018f196,PR,27,282.9925925925926,11.633753000685871,0.0,633.0549842004929,4.1923076923076925,0.07692307692307693,6,35,7640.8,218.30857142857144,28.494285714285716,15,3
f62d7bb4a613ec758a03342d46b580b2,MG,32,770.78125,13.872097077546297,0.09375,839.6482305053016,4.375,0.0625,14,32,24665.0,770.78125,66.4246875,2,2
252e76235acb79183cfca6e34f13337d,SP,3,87.06666666666666,14.127746913580248,0.0,539.096223118721,3.3333333333333335,0.3333333333333333,3,4,261.2,65.3,15.1425,4,2
7c5b05cbdb5542049f38d90d7815b97d,SP,21,47.33190476190477,7.548407186948853,0.047619047619047616,364.26094523285946,4.523809523809524,0.09523809523809523,7,23,993.97,43.21608695652174,12.996521739130435,10,1
db4350fd57ae30082dec7acbaacc17f9,SP,136,24.29647058823529,10.788565410539217,0.03676470588235294,722.0791819265419,4.162962962962963,0.11851851851851852,20,145,3304.3199999999997,22.788413793103445,14.239310344827585,50,5
845e8036c3f7bf62099352f5ed910240,RJ,21,75.45714285714287,7.565779872134039,0.0,499.548981062,3.9523809523809526,0.23809523809523808,7,24,1584.6000000000001,66.025,19.19333333333333,18,2
712efd3b68f9686dc856b84abd0f21ae,PR,1,139.0,7.23662037037037,0.0,551.091503029772,4.0,0.0,1,1,139.0,139.0,17.16,1,1
3364a91ec4d56c98e44174de954b94f6,RO,6,596.6566666666666,14.826041666666669,0.0,2565.126941147728,3.8333333333333335,0.3333333333333333,4,6,3579.94,596.6566666666666,45.65166666666667,4,1
b00af24704019bd2e1b335e70ad11f7c,BA,1,189.0,15.554780092592592,0.0,760.3245293306425,5.0,0.0,1,1,189.0,189.0,18.25,1,1
4324dd16853115efb0fd9d0d131ba6f4,SP,12,87.6875,13.36244888117284,0.08333333333333333,573.3428687211389,4.083333333333333,0.16666666666666666,5,18,1052.25,58.458333333333336,18.178888888888892,6,1
0a198e95d32b1be2da9424c962a6ebfa,MG,1,69.99,16.04769675925926,0.0,485.89792357268783,5.0,0.0,1,1,69.99,69.99,16.68,1,1
55a5b51f93f2b70ea513f5a047b0262a,MG,39,102.62307692307692,13.739854582146249,0.02564102564102564,805.348339944337,4.461538461538462,0.05128205128205128,17,41,4002.3,97.61707317073171,20.66048780487805,5,1
6426d21aca402a131fc0a5d0960a3c90,SP,23,52.593043478260874,10.963011272141706,0.0,644.4527299166454,4.173913043478261,0.08695652173913043,11,23,1209.64,52.593043478260874,16.703478260869566,9,4
8a432f4e5b471f8da497d7dc517666e2,SP,95,79.52631578947368,7.845326023391812,0.021052631578947368,666.31264109693,4.191489361702128,0.1276595744680851,12,106,7555.0,71.27358490566037,18.53877358490566,48,3
da3fede3469bf49b7293ce3fc45b294d,SP,1,44.9,11.242916666666666,0.0,464.175441718835,5.0,0.0,1,1,44.9,44.9,12.79,1,1
c092292535a57dacd95a8765f5518f87,RJ,1,125.0,8.097824074074074,0.0,445.12090519379717,5.0,0.0,1,1,125.0,125.0,18.98,1,1
20a8b0dc55da94fe74d112082427c84f,SP,7,58.199999999999996,8.23525462962963,0.14285714285714285,606.4520572735561,4.285714285714286,0.14285714285714285,5,7,407.4,58.199999999999996,17.711428571428574,3,2
bfd27a966d91cfaafdb25d076585f0da,SP,114,168.640350877193,12.418292417966212,0.05263157894736842,573.6623058786442,4.31858407079646,0.10619469026548672,18,115,19225.0,167.17391304347825,22.925304347826085,53,6
fadb07c842a2aef5d5a676b85f220e71,SP,7,56.964285714285715,6.430039682539683,0.0,575.1088678655515,4.714285714285714,0.0,5,7,398.75,56.964285714285715,24.517142857142858,6,2
6b15924333bd1a741595fe981ea04822,SP,21,29.25333333333333,7.780927579365079,0.0,366.93728544673024,4.666666666666667,0.0,6,21,614.3199999999999,29.25333333333333,11.435238095238097,5,1
1c83418358f249c9d6affa52d579db0e,SP,1,24.9,10.189027777777778,0.0,511.7087047175716,5.0,0.0,1,1,24.9,24.9,14.52,1,1
04e38a233f726ef161074ab1c9b0399a,SP,19,52.189473684210526,11.993331505847953,0.05263157894736842,269.1183291168669,4.105263157894737,0.10526315789473684,7,24,991.6,41.31666666666667,14.819583333333334,10,3
1b4b28463457a256e9a784ebe2a8f630,SP,1,699.42,14.144814814814815,1.0,190.60304423733825,1.0,1.0,1,1,699.42,699.42,15.92,1,1
db7ed69a53aa9fb1c01930ba54a88bbe,SP,1,109.0,3.9548032407407407,0.0,118.41930429389771,5.0,0.0,1,1,109.0,109.0,11.78,1,1
f664f98bfda2eaf266a23ff144e7a872,SP,2,76.995,2.6854803240740743,0.0,28.890108868000947,3.0,0.5,1,2,153.99,76.995,3.9050000000000002,2,1
7ade73f1b9b4e965f9009a4c3a7e2c15,SP,26,70.58846153846154,9.665827101139602,0.0,451.90833166197797,4.769230769230769,0.0,9,27,1835.3000000000002,67.97407407407408,16.275925925925925,12,6
a369d693961cb93b61ca2cc518872a85,SP,11,236.0909090909091,11.026400462962963,0.0,683.2933727016606,3.909090909090909,0.18181818181818182,5,18,2597.0,144.27777777777777,34.26611111111111,7,2
fb8904a8ea99f8831b64ce27db2c1765,SP,2,139.0,11.159346064814816,0.0,70.68913469653303,4.5,0.0,1,2,278.0,139.0,12.18,2,1
2ef086a599b597572aca4433b7ed6b3d,SC,1,49.0,11.24431712962963,0.0,416.958779318737,5.0,0.0,1,1,49.0,49.0,15.1,1,1
134285d1f41da5c13a756ee8142c8a4e,SP,3,524.2333333333332,8.01778163580247,0.0,635.9518550290595,3.3333333333333335,0.3333333333333333,3,4,1572.6999999999998,393.17499999999995,20.2325,2,1
9ed65337433adfbedefd23dd76eaa494,SP,6,210.4333333333333,7.400858410493828,0.0,479.9457224864198,4.833333333333333,0.0,2,6,1262.6,210.4333333333333,13.508333333333333,3,1
aec99834ab5d38ead22766ada8497e87,PR,1,459.0,7.261747685185185,0.0,199.2536651172396,5.0,0.0,1,1,459.0,459.0,17.51,1,1
b8578d2d823bd8e251f6fdd02b40902d,SC,9,139.5111111111111,9.916325874485597,0.0,826.4646170894039,4.444444444444445,0.1111111111111111,4,9,1255.6,139.5111111111111,27.11111111111111,6,1
d9d43faf741ceaa8da52fdbb81d9e0e3,SP,4,40.25,9.143130787037038,0.0,1009.8132278780754,4.0,0.25,2,6,161.0,26.833333333333332,29.131666666666664,6,1
964ff64dc05b13811c6d0f41e0aa5f6b,SP,1,180.0,6.680775462962963,0.0,740.4098304210393,5.0,0.0,1,1,180.0,180.0,24.06,1,1
96e5dc09087bad639b4ee193104ec2e5,RJ,2,50.95,7.808726851851851,0.0,554.3020158433264,4.5,0.0,2,2,101.9,50.95,26.27,2,2
24c1de8d9551c0b4fbc53317d53efda8,PB,1,355.0,12.779282407407408,0.0,1928.3009197407473,5.0,0.0,1,1,355.0,355.0,57.12,1,1
0336182e1b3e92f029d5354832045fdf,SP,1,29.8,13.061111111111112,0.0,218.72156492413117,2.0,1.0,1,2,29.8,14.9,8.785,2,1
c03121937e54a93fcc1825c3098bbb6e,PR,7,149.0,11.15910052910053,0.0,892.4855108903829,5.0,0.0,6,7,1043.0,149.0,22.134285714285713,1,1
b87a7ea0c30fad2dd6781b74a0064859,SP,9,57.266666666666666,15.243249742798355,0.2222222222222222,676.5881469177906,3.4444444444444446,0.3333333333333333,5,9,515.4,57.266666666666666,13.594444444444443,8,1
84c945f15571830c1a91a33978e94009,SP,2,25.99,9.44066550925926,0.0,447.0986879728325,4.5,0.0,2,2,51.98,25.99,13.030000000000001,1,1
2d378dbb39815785238c0139c7647fb7,SC,2,577.0,19.639346064814816,0.0,636.788212541588,5.0,0.0,2,2,1154.0,577.0,150.22,1,1
0b0ddbc7b9d9584f442c7ac92b0ff6c9,SP,3,472.25333333333333,11.944313271604939,0.0,1386.5918978562202,4.666666666666667,0.0,3,3,1416.76,472.25333333333333,44.626666666666665,3,1
51209b446b2073894bdc0face6c73ffc,ES,2,179.8,9.960538194444446,0.0,928.755917276855,4.0,0.0,2,4,359.6,89.9,19.82,1,1
5996cddab893a4652a15592fb58ab8db,SP,1,810.0,5.080324074074074,0.0,548.0901725821951,5.0,0.0,1,1,810.0,810.0,70.75,1,1
aa8af66c623d7d544dfe4bb85b5ebe3b,MG,1,99.0,8.003946759259259,0.0,477.7932364426361,5.0,0.0,1,1,99.0,99.0,15.57,1,1
1690cada046eb7e92c12f98b1f8a8167,SP,10,176.0,7.352841435185185,0.1,710.2504721500261,4.9,0.0,5,10,1760.0,176.0,23.291,3,1
385799a1cddbd26dfeb9157356a42282,SP,4,137.98499999999999,8.503075810185186,0.0,260.1103058353481,4.75,0.0,3,6,551.9399999999999,91.99,12.463333333333333,3,1
42b729f859728f5079499127a9c2ef37,SP,103,39.77631067961165,7.848344570298454,0.07766990291262135,242.0650272462277,4.480392156862745,0.06862745098039216,12,131,4096.96,31.274503816793892,9.923358778625955,18,4
556a6409838156ea299c9d1f9e2dde43,PR,4,340.7,7.399207175925927,0.0,512.0079904670029,3.25,0.5,4,4,1362.8,340.7,21.71,4,1
179d859f51292aac5c10806a356f7af9,SP,18,22.470555555555553,8.988954475308642,0.05555555555555555,775.0830319519341,4.388888888888889,0.05555555555555555,10,19,404.46999999999997,21.287894736842105,20.83157894736842,8,1
934ed5cd1b9c1c7382d0a94a94b9e639,PR,1,125.85,13.127384259259259,0.0,2068.512016311078,5.0,0.0,1,1,125.85,125.85,26.62,1,0
be3b4b0f050a6aa1b2d901c4b77e979f,PR,3,192.73333333333332,8.301018518518518,0.0,538.549153289892,4.0,0.3333333333333333,3,8,578.1999999999999,72.27499999999999,19.44,3,2
6806dad1da97bfb5a9038eac6881f706,PR,10,147.7,16.814755787037036,0.0,827.8209616801942,3.95,0.1,7,14,1477.0,105.5,21.875714285714285,9,4
94231344608e603693b0a8891143f65d,SP,3,240.66666666666666,12.531454475308642,0.0,1246.5499882707597,4.0,0.0,2,3,722.0,240.66666666666666,34.059999999999995,3,1
446cc09cdbb130904da114e807dbec40,SP,3,84.26666666666667,4.268302469135803,0.0,67.82394918139684,4.666666666666667,0.0,1,3,252.8,84.26666666666667,18.05666666666667,3,1
47efca563408aae19bb7206c2d969ea9,PI,11,216.63636363636363,13.789200336700338,0.0,1373.6747187812855,4.363636363636363,0.09090909090909091,9,11,2383.0,216.63636363636363,37.14090909090909,4,1
00ab3eff1b5192e5f1a63bcecfee11c8,SP,1,98.0,9.052488425925926,0.0,232.11690291362515,5.0,0.0,1,1,98.0,98.0,12.08,1,1
71271995e85f5b8530be99ed54a91b89,RS,6,97.0,12.30955825617284,0.16666666666666666,441.25545031632606,3.0,0.3333333333333333,2,6,582.0,97.0,15.358333333333334,1,1
a435b009cd956ea60748b5cfbddf2e24,SP,3,120.39333333333333,30.40936342592593,0.3333333333333333,835.4793026376761,4.333333333333333,0.0,3,3,361.18,120.39333333333333,15.069999999999999,2,2
11938fcc75f6902fea1d0a6f72b54a57,SC,2,297.49,22.36358796296296,0.0,746.8776356031631,3.0,0.5,2,2,594.98,297.49,71.08,2,1
9b76ad3d04236f76bc71c59470305e13,SP,2,197.35000000000002,5.747731481481482,0.0,321.25027995282295,5.0,0.0,2,3,394.70000000000005,131.5666666666667,20.643333333333334,2,1
d7ab82074b5f1dfba46db123df101bff,SP,2,19.335,5.941001157407407,0.0,407.0363880344337,4.5,0.0,2,3,38.67,12.89,15.1,2,0
9c0e69c7bf2619675bbadf47b43f655a,SP,151,216.69139072847682,14.620721578366444,0.08609271523178808,359.51598536898126,4.173333333333333,0.10666666666666667,16,200,32720.4,163.602,14.1171,67,3
94d76e96eedd976258cd3278ce56d5f2,SP,1,385.61,7.032673611111111,0.0,312.8359380610384,5.0,0.0,1,1,385.61,385.61,68.56,1,1
52f976b17ea7f2f087f56dcc419328f6,PR,6,1271.6666666666667,10.383350694444443,0.0,731.9545605750527,3.6666666666666665,0.3333333333333333,4,6,7630.0,1271.6666666666667,143.775,5,1
4e326052e5dbba8adcd512f3450a307e,SP,3,190.0,17.967380401234568,0.0,606.1575368920829,2.3333333333333335,0.6666666666666666,3,6,570.0,95.0,14.326666666666666,1,1
3586b8580d9c917874e053a1bb37b5ff,SP,36,42.352777777777774,13.619744727366255,0.027777777777777776,711.2974396367465,4.416666666666667,0.05555555555555555,12,43,1524.7,35.45813953488372,19.24767441860465,5,2
6edacfd9f9074789dad6d62ba7950b9c,SP,205,63.25073170731707,9.093437387082204,0.04390243902439024,397.71982084445017,4.390243902439025,0.08292682926829269,15,216,12966.4,60.029629629629625,13.453148148148149,142,15
52831e5990d0771cb4951d6f12928167,SP,1,65.0,5.106226851851852,0.0,475.9961083675737,3.0,0.0,1,1,65.0,65.0,13.12,1,1
9e7c5f4d7770eab65738cca38f9efccf,SP,2,92.4,7.437210648148148,0.0,1092.8150977819814,3.5,0.0,2,2,184.8,92.4,19.04,2,1
4677a5437afda5fa7140b927b07be1cc,PR,11,310.5181818181818,12.510571338383839,0.09090909090909091,699.2803410104256,4.363636363636363,0.0,7,11,3415.7,310.5181818181818,38.18181818181818,9,3
3e8bd881d92466e63ba9e3e809cd3c50,RJ,8,232.7975,13.973683449074073,0.25,932.6450969238258,4.571428571428571,0.0,6,9,1862.38,206.93111111111114,20.825555555555557,7,4
4a1917ef994878940e1fb03eeb787ad7,DF,2,384.0,10.306412037037036,0.0,797.3354535866872,3.0,0.5,1,3,768.0,256.0,26.206666666666667,2,1
334cab711dee080b079fa5779b584783,SP,11,97.24545454545455,8.1149515993266,0.0,542.2876657795799,4.909090909090909,0.0,5,26,1069.7,41.142307692307696,13.52576923076923,10,1
9dd59e43f0c9f0553244e8f9c2fb247e,PR,10,35.63,13.135447916666667,0.1,809.158711621454,4.8,0.0,5,10,356.3,35.63,15.181999999999999,8,1
ccf8813e5a7d6c84d865cd38bfc2b130,SP,26,101.36538461538461,11.43051549145299,0.038461538461538464,428.6243891255451,4.384615384615385,0.11538461538461539,7,26,2635.5,101.36538461538461,15.991923076923078,8,2
8d956fec2e4337affcb520f56fd8cbfd,SP,210,52.32476190476191,9.265147211199295,0.06190476190476191,575.4069977208952,4.214285714285714,0.09523809523809523,20,227,10988.2,48.40616740088106,14.598458149779736,52,13
e5a3438891c0bfdb9394643f95273d8e,SP,216,34.95351851851852,15.663077578446503,0.1574074074074074,495.7222267531116,3.9953488372093022,0.17209302325581396,18,247,7549.96,30.56663967611336,13.282348178137651,179,1
f9f68daa2af419d38f745478bcb3da1a,SP,1,11.2,11.757013888888888,0.0,248.020598245681,5.0,0.0,1,1,11.2,11.2,18.0,1,1
138dbe45fc62f1e244378131a6801526,SP,49,22.970612244897957,6.5323514266817835,0.02040816326530612,358.47244506929314,4.081632653061225,0.16326530612244897,12,58,1125.56,19.406206896551723,11.883448275862069,22,7
5058e8c1e82653974541e83690655b4a,SP,62,158.27145161290323,26.679335050776583,0.11290322580645161,516.7693256593407,3.2459016393442623,0.3114754098360656,13,77,9812.83,127.43935064935064,39.07311688311688,30,4
cd2169d9f31ff6fbb9ca3373b0c9e354,RJ,1,569.0,15.16494212962963,0.0,2203.256185957156,4.0,0.0,1,1,569.0,569.0,56.33,1,1
9674754b5a0cb32b638cec001178f799,SP,84,58.83011904761905,8.410468474426809,0.023809523809523808,349.91005794616893,4.107142857142857,0.15476190476190477,12,95,4941.7300000000005,52.0182105263158,12.591052631578949,40,5
c161d1327ebc3a156c09582ab2f59f6c,SP,2,17.995,3.5126793981481486,0.0,14.05260248173741,4.0,0.0,1,2,35.99,17.995,7.78,2,2
4d232b78ab7ef10393dc3807d827bc0d,MG,5,295.0,6.1659699074074075,0.0,977.111524283845,4.4,0.0,5,5,1475.0,295.0,42.998000000000005,2,2
23ff42c4bf1f8f16cddb19d8b972974a,MG,2,87.35000000000001,11.843969907407407,0.0,894.7751696178846,4.0,0.0,2,3,174.70000000000002,58.23333333333334,17.656666666666666,2,1
d3dcf0604eabf0224fbd5948b5e02f69,SP,9,322.47777777777776,17.632256944444446,0.3333333333333333,914.4233003451502,3.888888888888889,0.2222222222222222,7,9,2902.2999999999997,322.47777777777776,18.345555555555553,8,4
49067458c68f7701fd334ce326accbe0,MG,17,61.626470588235286,12.204551334422657,0.0,392.6430041821063,3.3529411764705883,0.35294117647058826,6,37,1047.6499999999999,28.314864864864862,15.50945945945946,15,1
dfa0c4c6229ab200a4a1336b4d7128ff,SC,77,62.04025974025974,9.787441528379029,0.012987012987012988,739.6165600709045,4.0,0.18181818181818182,13,86,4777.1,55.54767441860466,20.54779069767442,35,11
35281d148dcf7134bae913c57db4e6da,SP,1,119.99,5.274907407407407,0.0,365.8675061135138,5.0,0.0,1,1,119.99,119.99,17.03,1,1
76833248bbc0e65a0293ec62023e4396,SP,2,1199.99,18.68045138888889,0.0,227.26570066892964,5.0,0.0,2,2,2399.98,1199.99,115.35,2,1
48e5ee06fb2dc74df1c711a9b6dfac2a,MG,1,57.0,11.242453703703704,0.0,279.45251246367775,5.0,0.0,1,3,57.0,19.0,15.1,1,1
2cb6eb1b7185064167657fa09f541105,MG,6,202.98333333333335,8.200736882716049,0.0,371.83112787832306,4.5,0.16666666666666666,4,7,1217.9,173.9857142857143,23.54,6,4
0f7eea709efdf942b5f95c7516dbacd7,SP,3,65.24666666666667,8.043919753086419,0.0,546.9888150549255,4.0,0.0,2,3,195.74,65.24666666666667,14.773333333333333,2,1
54583ab379489add547fe47b628db589,SP,10,224.0,5.116539351851852,0.0,472.08187666461697,4.8,0.0,5,10,2240.0,224.0,15.107999999999999,6,2
51e0557bc7b86de13e946c60ee91ce39,MG,1,45.8,10.434085648148148,0.0,571.2335537182287,5.0,0.0,1,1,45.8,45.8,17.6,1,1
0bebbb2cea103a4a020c95d43fd7d754,SP,9,151.91111111111113,5.9149704218106995,0.0,430.2045745344774,4.888888888888889,0.0,4,9,1367.2,151.91111111111113,16.34888888888889,9,2
9da1ca0bef29ee170e541927a5aeabdc,SP,6,247.39999999999998,16.803595679012343,0.16666666666666666,744.8077865022882,3.0,0.3333333333333333,4,6,1484.3999999999999,247.39999999999998,21.271666666666665,2,2
6c7d50c24b3ccd2fd83b44d8bb34e073,SP,112,75.41035714285715,12.268236813822751,0.017857142857142856,799.7823444287733,4.45045045045045,0.06306306306306306,15,126,8445.960000000001,67.03142857142858,21.252619047619046,12,2
3faf68a3b0af94b10bac70d86077be49,SP,7,188.99,16.159052579365078,0.0,222.26812893432995,4.571428571428571,0.0,4,7,1322.93,188.99,17.02285714285714,3,0
05feb94f19d094d4b0f9281f0b1d4c99,SP,6,1558.8333333333333,15.371317515432098,0.0,1088.3401321220251,4.5,0.0,5,6,9353.0,1558.8333333333333,116.17333333333333,2,2
f650a9708fa1bab22bdd8d3a818cc415,SC,4,104.01,15.323486689814816,0.0,1086.1348282302395,4.0,0.25,4,4,416.04,104.01,17.86,4,1
5cbbd5a299cab112b7bf23862255e43e,PR,36,75.7238888888889,10.853688593106996,0.0,636.7265939792693,4.277777777777778,0.1111111111111111,11,38,2726.06,71.73842105263158,17.346052631578946,22,5
07d75e33f2750d97d467fb57e4dfdd8a,SP,2,361.2,11.796643518518518,0.0,577.097262718009,2.5,0.5,2,2,722.4,361.2,18.595,2,2
8a8835a43bda99fd37310ad76c457510,SP,2,112.17,7.462633101851852,0.0,370.68992275537244,4.5,0.0,2,3,224.34,74.78,11.4,2,1
ca3bd7cd9f149df75950150d010fe4a2,SP,68,136.08044117647057,13.584718137254903,0.014705882352941176,388.51452938833853,4.088235294117647,0.14705882352941177,12,135,9253.47,68.54422222222222,24.58437037037037,51,2
323ce52b5b81df2cd804b017b7f09aa7,SP,29,81.87241379310345,17.057155970625796,0.13793103448275862,605.5258586504959,4.428571428571429,0.07142857142857142,9,29,2374.3,81.87241379310345,13.563793103448276,13,1
ebd1417732defaf66c50b5a800eb293e,PR,1,309.0,6.121712962962963,0.0,467.3306642787731,5.0,0.0,1,1,309.0,309.0,16.33,1,1
76ea5315acb3f5f7ade3cd261faf922a,SP,15,72.47066666666666,8.683984567901234,0.06666666666666667,464.7972064778685,4.266666666666667,0.06666666666666667,7,15,1087.06,72.47066666666666,14.934666666666667,12,7
4b1eaadf791bdbbad8c4a35b65236d52,SP,5,192.01799999999997,22.54623148148148,0.2,338.54228841607727,2.6,0.6,3,5,960.0899999999999,192.01799999999997,13.790000000000001,4,1
4cc43a222a0f94910728b62b97a8c5f8,SP,1,108.5,14.14508101851852,0.0,301.32378826055617,3.0,0.0,1,1,108.5,108.5,12.26,1,1
bc503e244f187939d10c92a5c8e378ce,SP,6,71.71833333333333,11.930763888888889,0.0,708.3976645060238,3.5,0.3333333333333333,4,13,430.31,33.10076923076923,13.339230769230769,3,1
b6f52e346160519c24a23af05410ad32,SP,1,129.9,12.60994212962963,0.0,123.78389029613817,4.0,0.0,1,1,129.9,129.9,13.35,1,1
70125af26c2d6d4ef401a1d02ae7701f,GO,5,74.24,10.582993055555555,0.0,670.7898993850354,4.6,0.0,5,8,371.2,46.4,32.3025,3,1
